brake,throttle,speed,time
0.0,0.5401701331138611,7.441871038732368,1667420769.1867025
0.0,0.5401701331138611,7.441871038732368,1667420769.2123065
0.0,0.5524715185165405,7.698806589186457,1667420769.2715344
0.0,0.5524715185165405,7.698806589186457,1667420769.2883823
0.0,0.5646185278892517,7.980153035280932,1667420769.33183
0.0,0.5646185278892517,7.980153035280932,1667420769.3454797
0.0,0.5686338543891907,8.289822420094794,1667420769.3734853
0.0,0.5686338543891907,8.289822420094794,1667420769.3991141
0.0,0.5686338543891907,8.58820818528446,1667420769.435058
0.0,0.5686338543891907,8.58820818528446,1667420769.4608655
0.0,0.5805808901786804,8.922423694533627,1667420769.5058308
0.0,0.5805808901786804,8.922423694533627,1667420769.5298889
0.0,0.6040413975715637,9.210923952353285,1667420769.5735917
0.0,0.6117368936538696,9.523114945855923,1667420769.631717
0.0,0.6117368936538696,9.825623252318966,1667420769.6869013
0.0,0.6117368936538696,10.144264912854782,1667420769.7183096
0.0,0.6117368936538696,10.144264912854782,1667420769.76047
0.0,0.6117368936538696,10.4593886062544,1667420769.7929957
0.0,0.6117368936538696,10.4593886062544,1667420769.8115835
0.0,0.6193716526031494,10.79831880616375,1667420769.8490736
0.0,0.6269466280937195,11.12271607441468,1667420769.8837678
0.0,0.6269466280937195,11.12271607441468,1667420769.9367085
0.0,0.6307119727134705,11.44291494534462,1667420769.9684355
0.0,0.6307119727134705,11.739640133711296,1667420770.0221114
0.0,0.6307119727134705,11.739640133711296,1667420770.0487783
0.0,0.6344627737998962,12.058805358295944,1667420770.100741
0.0,0.6344627737998962,12.366685970564575,1667420770.134349
0.0,0.6344627737998962,12.366685970564575,1667420770.1522658
0.0,0.6344627737998962,12.366685970564575,1667420770.1682043
0.0,0.6344627737998962,12.633759922246321,1667420770.1984265
0.0,0.6344627737998962,12.633759922246321,1667420770.2273464
0.0,0.6269466280937195,12.734812700264818,1667420770.276484
0.0,0.623166561126709,12.723483790023094,1667420770.310123
0.0,0.623166561126709,12.723483790023094,1667420770.3288
0.0,0.623166561126709,12.723483790023094,1667420770.341978
0.0,0.623166561126709,12.723483790023094,1667420770.3554196
0.0,0.623166561126709,12.711356364861098,1667420770.3935635
0.0,0.623166561126709,12.711356364861098,1667420770.4069939
0.0,0.623166561126709,12.699810017173906,1667420770.4476945
0.0,0.623166561126709,12.699810017173906,1667420770.4602516
0.0,0.623166561126709,12.685427033922968,1667420770.512595
0.0,0.623166561126709,12.685427033922968,1667420770.5368173
0.0,0.6307119727134705,12.668418940417538,1667420770.5784683
0.0,0.6307119727134705,12.668418940417538,1667420770.6013258
0.0,0.6307119727134705,12.65256499454406,1667420770.6397402
0.0,0.623166561126709,12.636755252161707,1667420770.6957684
0.0,0.623166561126709,13.13700669255091,1667420770.7469957
0.0,0.623166561126709,13.13700669255091,1667420770.7805495
0.0,0.6269466280937195,14.15607173246821,1667420770.828136
0.0,0.6269466280937195,14.9683642046169,1667420770.8936005
0.0,0.6269466280937195,15.62070615558047,1667420770.9424765
0.0,0.6269466280937195,15.62070615558047,1667420770.9633355
0.0,0.623166561126709,16.153502345034447,1667420771.0212777
0.0,0.623166561126709,16.629258142479436,1667420771.064791
0.0,0.6269466280937195,17.078738367163922,1667420771.1142228
