x,y,z,pitch,yaw,roll
-91.03327941894531,-20.003080368041992,-0.14914193749427795,-0.6909828782081604,-93.42650604248047,0.07589366286993027
-91.03327941894531,-20.003080368041992,-0.14914193749427795,-0.6909828782081604,-93.42650604248047,0.07589366286993027
-91.03327941894531,-20.003080368041992,-0.14914193749427795,-0.6909828782081604,-93.42650604248047,0.07589366286993027
-91.0475845336914,-20.191593170166016,-0.15140846371650696,-0.682308554649353,-93.56402587890625,0.07296102494001389
-91.0475845336914,-20.191593170166016,-0.15140846371650696,-0.682308554649353,-93.56402587890625,0.07296102494001389
-91.0475845336914,-20.191593170166016,-0.15140846371650696,-0.682308554649353,-93.56402587890625,0.07296102494001389
-91.06399536132812,-20.396240234375,-0.15400034189224243,-0.6699458956718445,-93.72848510742188,0.0750938430428505
-91.06399536132812,-20.396240234375,-0.15400034189224243,-0.6699458956718445,-93.72848510742188,0.0750938430428505
-91.06399536132812,-20.396240234375,-0.15400034189224243,-0.6699458956718445,-93.72848510742188,0.0750938430428505
-91.08222198486328,-20.614608764648438,-0.1568283587694168,-0.6563060283660889,-93.90727996826172,0.07744458317756653
-91.08222198486328,-20.614608764648438,-0.1568283587694168,-0.6563060283660889,-93.90727996826172,0.07744458317756653
-91.08222198486328,-20.614608764648438,-0.1568283587694168,-0.6563060283660889,-93.90727996826172,0.07744458317756653
-91.10163879394531,-20.84097671508789,-0.15976428985595703,-0.643492579460144,-94.08384704589844,0.07830550521612167
-91.10163879394531,-20.84097671508789,-0.15976428985595703,-0.643492579460144,-94.08384704589844,0.07830550521612167
-91.10163879394531,-20.84097671508789,-0.15976428985595703,-0.643492579460144,-94.08384704589844,0.07830550521612167
-91.12236022949219,-21.078048706054688,-0.16283735632896423,-0.6320793032646179,-94.25299072265625,0.07824958860874176
-91.12236022949219,-21.078048706054688,-0.16283735632896423,-0.6320793032646179,-94.25299072265625,0.07824958860874176
-91.12236022949219,-21.078048706054688,-0.16283735632896423,-0.6320793032646179,-94.25299072265625,0.07824958860874176
-91.14384460449219,-21.321075439453125,-0.16597183048725128,-0.6226741671562195,-94.40547943115234,0.07730413228273392
-91.14384460449219,-21.321075439453125,-0.16597183048725128,-0.6226741671562195,-94.40547943115234,0.07730413228273392
-91.14384460449219,-21.321075439453125,-0.16597183048725128,-0.6226741671562195,-94.40547943115234,0.07730413228273392
-91.17100524902344,-21.627233505249023,-0.16992999613285065,-0.6137676239013672,-94.56102752685547,0.07477561384439468
-91.17100524902344,-21.627233505249023,-0.16992999613285065,-0.6137676239013672,-94.56102752685547,0.07477561384439468
-91.17100524902344,-21.627233505249023,-0.16992999613285065,-0.6137676239013672,-94.56102752685547,0.07477561384439468
