brake,throttle,speed,time
0.0,0.0,0.0,1666010355.3955832
0.0,0.699999988079071,0.0004159796518576593,1666010355.4327857
0.0,0.699999988079071,0.006999759374484667,1666010355.5038416
0.0,0.699999988079071,0.008761687415571038,1666010355.5817163
0.0,0.699999988079071,0.004170995495903045,1666010355.6575432
0.0,0.699999988079071,0.005134374665121868,1666010355.7204993
0.0,0.699999988079071,0.002003852940845831,1666010355.7760868
0.0,0.699999988079071,0.0011642816040251846,1666010355.843765
0.0,0.699999988079071,6.790303437088501e-05,1666010355.9134107
0.0,0.699999988079071,0.0024260658876381885,1666010355.9855475
0.0,0.699999988079071,0.00105514846146638,1666010356.0466156
0.0,0.699999988079071,0.00044224246485000677,1666010356.114986
0.0,0.699999988079071,0.0009032524229835393,1666010356.181924
0.0,0.699999988079071,0.0005231600292943645,1666010356.2529685
0.0,0.699999988079071,0.0009983588811707754,1666010356.32795
0.0,0.699999988079071,0.000396023098050794,1666010356.3714511
0.0,0.699999988079071,0.00019979916132807301,1666010356.4383173
0.0,0.699999988079071,5.084648546018884e-05,1666010356.531923
0.0,0.699999988079071,9.306704054557663e-05,1666010356.603963
0.0,0.699999988079071,8.905318758959427e-05,1666010356.67242
0.0,0.699999988079071,0.0015009079694930357,1666010356.7315474
0.0,0.699999988079071,0.00035111960661280946,1666010356.8005056
0.0,0.699999988079071,0.0003754939160207482,1666010356.8719103
0.0,0.699999988079071,0.001333131459086846,1666010356.9945343
0.0,0.699999988079071,0.0005816395751547952,1666010357.100615
0.0,0.699999988079071,0.00021177607385539427,1666010357.1800005
0.0,0.699999988079071,0.0001859608693106601,1666010357.2419372
0.0,0.5150880217552185,2.3795197358623636,1666010357.295045
0.0,0.5150880217552185,5.710325726146212,1666010357.3457658
0.0,0.5150880217552185,8.072003960743533,1666010357.4302
0.0,0.5150880217552185,9.90548192646108,1666010357.4879315
0.0,0.5065807700157166,11.003046600006149,1666010357.5487514
0.0,0.4979979991912842,11.693369492952488,1666010357.6125886
0.0,0.4979979991912842,12.14191526016285,1666010357.6925833
0.0,0.476202130317688,12.409679584663206,1666010357.7504807
0.0,0.41242504119873047,12.494884674263117,1666010357.8109968
0.0,0.30285194516181946,12.410695510745189,1666010357.8866222
0.0,0.13010603189468384,12.122886222822741,1666010357.98339
0.0,0.0,11.607407686336515,1666010358.0598578
0.0,0.0,10.557071049811508,1666010358.125097
0.0,0.037560753524303436,9.63463219870695,1666010358.1793544
0.0,0.15499962866306305,8.861496054205695,1666010358.26764
0.0,0.2922469973564148,8.25176501628156,1666010358.3325357
0.0,0.4893384873867035,7.944484528659818,1666010358.4064617
0.0,0.502298891544342,7.957030051993541,1666010358.4889886
0.0,0.5565375089645386,8.124026825946292,1666010358.5544653
0.0,0.6078968048095703,8.403809310043979,1666010358.6059766
0.0,0.6456286311149597,8.758978419846299,1666010358.673617
0.0,0.6603188514709473,9.164824816772175,1666010358.7363524
0.0,0.6783735156059265,9.637016893211992,1666010358.7962427
0.0,0.6890468001365662,10.047585247705415,1666010358.8875008
0.0,0.6960974335670471,10.033616642148683,1666010358.9624784
