brake,throttle,speed,time
0.6155617833137512,0.0,5.7918610242296796e-05,1667417480.1408014
0.6155617833137512,0.0,6.0141910227748764e-05,1667417480.2094705
0.6155617833137512,0.0,9.443812300246991e-05,1667417480.264949
0.6155617833137512,0.0,0.0003654807804988817,1667417480.3163128
0.6155617833137512,0.0,0.0014053092861054447,1667417480.3768125
0.6155617833137512,0.0,0.0002902491261471875,1667417480.4423358
0.6155617833137512,0.0,0.0003044235663442689,1667417480.4996405
0.6155617833137512,0.0,0.00019508354074298257,1667417480.5533202
0.6155617833137512,0.0,0.00042674137142820044,1667417480.609112
0.6155617833137512,0.0,0.00033715037954777145,1667417480.668264
0.6155617833137512,0.0,0.0001709436324990177,1667417480.722748
0.6193716526031494,0.0,9.9942789049919e-05,1667417480.7882082
0.6193716526031494,0.0,0.0003620093141572853,1667417480.856171
0.6193716526031494,0.0,4.42283469498017e-05,1667417480.9030302
0.6269466280937195,0.0,0.0010061377315500719,1667417480.9481514
0.6307119727134705,0.0,0.00017505412720742437,1667417481.0140195
0.6307119727134705,0.0,0.0015220230908022407,1667417481.0769036
0.6269466280937195,0.0,0.0016662302966983322,1667417481.1345694
0.6269466280937195,0.0,0.0005138867095044655,1667417481.1989183
0.6307119727134705,0.0,0.0002829064252241521,1667417481.251985
0.6307119727134705,0.0,0.0008561524033391826,1667417481.3085701
0.6307119727134705,0.0,0.0009648659557408071,1667417481.3621871
0.6307119727134705,0.0,6.919760892492751e-05,1667417481.4257538
0.6381990313529968,0.0,0.0008342833294758131,1667417481.4762785
0.6419209837913513,0.0,0.0012316037586510074,1667417481.5282433
0.6419209837913513,0.0,0.0018167457256979933,1667417481.5863853
0.6419209837913513,0.0,0.0020324442044992647,1667417481.6481798
0.6344627737998962,0.0,0.001114079787091041,1667417481.7005804
0.6344627737998962,0.0,0.00025342896983762377,1667417481.761799
0.6344627737998962,0.0,0.0017886065522550404,1667417481.8181865
0.6344627737998962,0.0,0.00027447146870629706,1667417481.8707623
0.6344627737998962,0.0,0.0004934811823462429,1667417481.9396822
0.6344627737998962,0.0,0.0012916403454282474,1667417482.0033185
0.6344627737998962,0.0,0.0011726540509650238,1667417482.046253
0.6344627737998962,0.0,0.00016166823262175718,1667417482.1078064
0.6344627737998962,0.0,0.00125368962036154,1667417482.1851146
0.6344627737998962,0.0,0.0,1667417482.2491271
0.6344627737998962,0.0,0.00011634142364053174,1667417482.2992449
0.6344627737998962,0.0,0.0005608378968746943,1667417482.3710568
0.6344627737998962,0.0,0.0011925242814200723,1667417482.4170134
0.6344627737998962,0.0,0.0014227772127281511,1667417482.490361
0.6344627737998962,0.0,0.0010598289662980358,1667417482.5485537
0.6344627737998962,0.0,0.0007895084167671718,1667417482.608487
0.6344627737998962,0.0,4.075486363786298e-05,1667417482.6708105
0.6344627737998962,0.0,0.0013969548827438701,1667417482.740758
0.6344627737998962,0.0,0.002027140711499533,1667417482.794979
0.6344627737998962,0.0,0.0005068393625721629,1667417482.8494713
0.6307119727134705,0.0,0.00014296958176285613,1667417482.9090807
0.6307119727134705,0.0,0.0009490764860119097,1667417482.956259
0.6307119727134705,0.0,0.0012470200962145987,1667417483.0259907
0.6307119727134705,0.0,0.00011877937605565155,1667417483.0775294
0.6307119727134705,0.0,0.00016180936713616095,1667417483.1367586
0.6307119727134705,0.0,0.00047221073568923743,1667417483.1918888
0.6307119727134705,0.0,0.001744547459108557,1667417483.2514226
0.6307119727134705,0.0,0.0007730202971684011,1667417483.311946
0.6307119727134705,0.0,0.0010294272388651578,1667417483.3758278
0.6307119727134705,0.0,0.0009006942023742344,1667417483.4196076
0.6307119727134705,0.0,0.0,1667417483.48877
0.6307119727134705,0.0,0.0006112341379261359,1667417483.5336893
0.6307119727134705,0.0,0.0012998157785412037,1667417483.5951724
0.6307119727134705,0.0,0.0004314079815028802,1667417483.649489
0.6307119727134705,0.0,0.001626040372102586,1667417483.7042053
0.6307119727134705,0.0,3.908418944582023e-05,1667417483.755935
0.6307119727134705,0.0,0.0012582241462390134,1667417483.8258102
0.6307119727134705,0.0,0.00021837484507351179,1667417483.8730373
0.6344627737998962,0.0,0.0002071055852868518,1667417483.9186609
0.6344627737998962,0.0,0.0018993256717611548,1667417483.9643648
0.6344627737998962,0.0,0.0008929457454977235,1667417484.0217214
0.6344627737998962,0.0,0.0006334102196883427,1667417484.0817456
